ORIGEN;DESTINO
ACCRA;BOGOTA
IZMIR;BOGOTA
AMM;BOGOTA
AMSTERDAM;BOGOTA
ESTOCOLMO;BOGOTA
ATENAS;BOGOTA
ABU DHABI;BOGOTA
BARCELONA;BOGOTA
BECERRIL;BOGOTA
BEIRUT;BOGOTA
BOLOGNA;BOGOTA
BOGOTA;ABIDJAN
BOGOTA;ACCRA
BOGOTA;IZMIR
BOGOTA;MALAGA
BOGOTA;AMM
BOGOTA;AMSTERDAM
BOGOTA;ESTOCOLMO
BOGOTA;ATENAS
BOGOTA;ABU DHABI
BOGOTA;BARCELONA
BOGOTA;BECERRIL
BOGOTA;BEIRUT
BOGOTA;BOLOGNA
BOGOTA;MUMBAI
BOGOTA;BRUSELAS
BOGOTA;BUDAPEST
BOGOTA;BOGOTA
BOGOTA;NUNCHIA
BOGOTA;PARIS
BOGOTA;CASABLANCA
BOGOTA;COTONU
BOGOTA;COPENHAGEN
BOGOTA;DARIEN - VALLE
BOGOTA;DUBROVICK
BOGOTA;YOPAL
BOGOTA;SAN CRISTOBAL
BOGOTA;QATAR
BOGOTA;DUBAI
BOGOTA;ANKARA
BOGOTA;ROMA
BOGOTA;FRANKFURT
BOGOTA;GENOVA
BOGOTA;HANNOVER
BOGOTA;HAMBURG
BOGOTA;HONG KONG
BOGOTA;LAS VEGAS
BOGOTA;INCHEON
BOGOTA;ESTAMBUL
BOGOTA;JOHANNESBURG
BOGOTA;KUALA
BOGOTA;KUWAIT
BOGOTA;LONDRES
BOGOTA;SALDA\A
BOGOTA;MADRID
BOGOTA;MANILA
BOGOTA;MUNICH
BOGOTA;MILANO
BOGOTA;NICE
BOGOTA;OSLO
BOGOTA;BUCAREST
BOGOTA;PRAGA
BOGOTA;MARRAKECH
BOGOTA;RIGA
BOGOTA;RIYADH
BOGOTA;SAN MARTIN
BOGOTA;SANTA RITA DE ITUANGO
BOGOTA;TOULOUSE
BOGOTA;TEL AVIV
BOGOTA;TAIPEI
BOGOTA;SAN VICENTE DEL CAGUAN
BOGOTA;VENECIA
BOGOTA;VIENNA
BOGOTA;MOSCU
BOGOTA;WARSAW
BOGOTA;ZAGREB
BOGOTA;ZURICH
MUMBAI;BOGOTA
BRUSELAS;BOGOTA
BOGOTA;BOGOTA
NUNCHIA;BOGOTA
PARIS;BOGOTA
CASABLANCA;BOGOTA
COTONU;BOGOTA
COPENHAGEN;BOGOTA
DARIEN - VALLE;BOGOTA
YOPAL;BOGOTA
SAN CRISTOBAL;BOGOTA
QATAR;BOGOTA
DUBLIN;BOGOTA
DUBAI;BOGOTA
ANKARA;BOGOTA
ROMA;BOGOTA
FRANKFURT;BOGOTA
GENOVA;BOGOTA
HANNOVER;BOGOTA
HAMBURG;BOGOTA
HONG KONG;BOGOTA
LAS VEGAS;BOGOTA
INCHEON;BOGOTA
ESTAMBUL;BOGOTA
JOHANNESBURG;BOGOTA
KUALA;BOGOTA
KUWAIT;BOGOTA
SCHKEUDITZ;BOGOTA
SHANWIK;BOGOTA
LONDRES;BOGOTA
LISBOA;BOGOTA
SALDA\A;BOGOTA
LYON;BOGOTA
MADRID;BOGOTA
MANILA;BOGOTA
MARSELLA;BOGOTA
MUNICH;BOGOTA
MILANO;BOGOTA
NAPOLES;BOGOTA
NICE;BOGOTA
TRINIDAD;BOGOTA
PORTO;BOGOTA
OSLO;BOGOTA
BUCAREST;BOGOTA
PRAGA;BOGOTA
MARRAKECH;BOGOTA
RIGA;BOGOTA
RIYADH;BOGOTA
SAN MARTIN;BOGOTA
SANTA RITA DE ITUANGO;BOGOTA
TEL AVIV;BOGOTA
TAIPEI;BOGOTA
SAN VICENTE DEL CAGUAN;BOGOTA
VENECIA;BOGOTA
VIENNA;BOGOTA
MOSCU;BOGOTA
WARSAW;BOGOTA
ZAGREB;BOGOTA
BOGOTA;CARACAS
BOGOTA;VALENCIA
CARACAS;BOGOTA
MARACAIBO;BOGOTA
BOGOTA;MEXICO
MEXICO;BOGOTA
BARRANQUILLA;RIONEGRO - ANTIOQUIA
BOGOTA;LIMA
BOGOTA;RIONEGRO - ANTIOQUIA
BOGOTA;MIAMI
BOGOTA;NASSAU
BOGOTA;QUITO
CALI;CIUDAD DEL ESTE
CALI;RIONEGRO - ANTIOQUIA
SAO PAULO;BOGOTA
EZEIZA;BOGOTA
LIMA;BOGOTA
MANAUS;BOGOTA
MANAUS;RIONEGRO - ANTIOQUIA
RIONEGRO - ANTIOQUIA;BOGOTA
RIONEGRO - ANTIOQUIA;MIAMI
RIONEGRO - ANTIOQUIA;QUITO
MIAMI;BARRANQUILLA
MIAMI;BOGOTA
MIAMI;CALI
MIAMI;RIONEGRO - ANTIOQUIA
MONTEVIDEO;BOGOTA
PANAMA;BOGOTA
SAN SALVADOR;RIONEGRO - ANTIOQUIA
SANTIAGO;BOGOTA
SANTO DOMINGO;BOGOTA
SANTO DOMINGO;RIONEGRO - ANTIOQUIA
QUITO;BOGOTA
AMSTERDAM;BOGOTA
BARCELONA;BOGOTA
BECERRIL;BOGOTA
LEON;BOGOTA
BOGOTA;AUCKLAND
BOGOTA;AMSTERDAM
BOGOTA;ESTOCOLMO
BOGOTA;BARCELONA
BOGOTA;BECERRIL
BOGOTA;BELFAST
BOGOTA;LEON
BOGOTA;BRUSELAS
BOGOTA;BELIZE
BOGOTA;PARIS
BOGOTA;COZUMEL
BOGOTA;DUBROVICK
BOGOTA;DUBLIN
BOGOTA;NEW YORK
BOGOTA;ROMA
BOGOTA;FRANKFURT
BOGOTA;GUADALAJARA
BOGOTA;RIO DE JANEIRO
BOGOTA;GENOVA
BOGOTA;HOUSTON
BOGOTA;JOHANNESBURG
BOGOTA;KEFLAVIK
BOGOTA;LONDRES
BOGOTA;LISBOA
BOGOTA;MADRID
BOGOTA;MEXICO
BOGOTA;MONTERREY
BOGOTA;MUNICH
BOGOTA;MILANO
BOGOTA;NAPOLES
BOGOTA;NICE
BOGOTA;TOKIO
BOGOTA;NORDELA
BOGOTA;PANAMA
BOGOTA;SANTIAGO
BOGOTA;SAN JOSE DEL CABO
BOGOTA;SAN JUAN
BOGOTA;TEL AVIV
BOGOTA;VENECIA
BOGOTA;OTAWA
BOGOTA;QUEBEC
BOGOTA;MONTREAL
BOGOTA;VANCOUVER
BOGOTA;CALGARY
BOGOTA;TORONTO
BOGOTA;ZURICH
BRUSELAS;BOGOTA
PARIS;BOGOTA
CANCUN;BOGOTA
COZUMEL;BOGOTA
YOPAL;BOGOTA
DUBLIN;BOGOTA
NEW YORK;BOGOTA
ROMA;BOGOTA
FRANKFURT;BOGOTA
GENOVA;BOGOTA
HOUSTON;BOGOTA
JOHANNESBURG;BOGOTA
KEFLAVIK;BOGOTA
LONDRES;BOGOTA
LISBOA;BOGOTA
MADRID;BOGOTA
MEXICO;BOGOTA
MONTERREY;BOGOTA
MUNICH;BOGOTA
MILANO;BOGOTA
NICE;BOGOTA
TOKIO;BOGOTA
PORTO;BOGOTA
PANAMA;BOGOTA
SHANGHAI;BOGOTA
SAN JOSE;BOGOTA
SAN JUAN;BOGOTA
LIMERICK;BOGOTA
QUITO;BOGOTA
VIENNA;BOGOTA
OTAWA;BOGOTA
QUEBEC;BOGOTA
MONTREAL;BOGOTA
VANCOUVER;BOGOTA
CALGARY;BOGOTA
TORONTO;BOGOTA
ZURICH;BOGOTA
BOGOTA;PANAMA
MARACAIBO;BOGOTA
SAN ANDRES;BOGOTA
SAN ANDRES;CALI
BOGOTA;SAN ANDRES
BOGOTA;CALI
BOGOTA;CARTAGENA
BOGOTA;RIONEGRO - ANTIOQUIA
BOGOTA;SANTA MARTA
CALI;SAN ANDRES
CALI;BOGOTA
CALI;CARTAGENA
CALI;RIONEGRO - ANTIOQUIA
CALI;SANTA MARTA
CARTAGENA;BOGOTA
CARTAGENA;CALI
CARTAGENA;RIONEGRO - ANTIOQUIA
CARTAGENA;PEREIRA
RIONEGRO - ANTIOQUIA;BOGOTA
RIONEGRO - ANTIOQUIA;CALI
RIONEGRO - ANTIOQUIA;CARTAGENA
RIONEGRO - ANTIOQUIA;SANTA MARTA
PEREIRA;CARTAGENA
PEREIRA;SANTA MARTA
SANTA MARTA;BOGOTA
SANTA MARTA;CALI
SANTA MARTA;RIONEGRO - ANTIOQUIA
SANTA MARTA;PEREIRA
BOGOTA;MIAMI
BOGOTA;MIAMI
SAO PAULO;BOGOTA
MIAMI;BOGOTA
MIAMI;BOGOTA
BOGOTA;CANCUN
BOGOTA;MEXICO
CANCUN;BOGOTA
MEXICO;BOGOTA
BOGOTA;GUATEMALA
BOGOTA;SAN JOSE
SAN JOSE;BOGOTA
BOGOTA;CULIACAN
BOGOTA;CANCUN
BOGOTA;CHIHUAHUA
BOGOTA;GUADALAJARA
BOGOTA;HOUSTON
BOGOTA;LAS VEGAS
BOGOTA;LOS ANGELES
BOGOTA;MEXICO
BOGOTA;MERIDA
BOGOTA;MONTERREY
BOGOTA;OAKLAND
BOGOTA;SAN JOSE DEL CABO
BOGOTA;SAN JOSE
BOGOTA;LETICIA
BOGOTA;TIGUANA
BOGOTA;TOLUCA
CULIACAN;BOGOTA
CANCUN;BOGOTA
CHIHUAHUA;BOGOTA
COZUMEL;BOGOTA
GUADALAJARA;BOGOTA
HOUSTON;BOGOTA
LAS VEGAS;BOGOTA
LOS ANGELES;BOGOTA
MEXICO;BOGOTA
MERIDA;BOGOTA
MONTERREY;BOGOTA
SAN JOSE DEL CABO;BOGOTA
SAN JOSE;BOGOTA
LETICIA;BOGOTA
TIGUANA;BOGOTA
BOGOTA;CUZCO
BOGOTA;LIMA
CUZCO;BOGOTA
CUZCO;RIONEGRO - ANTIOQUIA
LIMA;BOGOTA
LIMA;RIONEGRO - ANTIOQUIA
RIONEGRO - ANTIOQUIA;CUZCO
RIONEGRO - ANTIOQUIA;LIMA
SAN ANDRES;ARMENIA
SAN ANDRES;BARRANQUILLA
SAN ANDRES;BUCARAMANGA
SAN ANDRES;BOGOTA
SAN ANDRES;CALI
SAN ANDRES;CARTAGENA
SAN ANDRES;CUCUTA
SAN ANDRES;CANCUN
SAN ANDRES;EZEIZA
SAN ANDRES;SAO PAULO
SAN ANDRES;LETICIA
SAN ANDRES;LIMA
SAN ANDRES;ORLANDO
SAN ANDRES;RIONEGRO - ANTIOQUIA
SAN ANDRES;MEXICO
SAN ANDRES;MIAMI
SAN ANDRES;MONTERIA
SAN ANDRES;PEREIRA
SAN ANDRES;PASTO
SAN ANDRES;RIOHACHA
SAN ANDRES;SANTA MARTA
SAN ANDRES;VALLEDUPAR
SAN ANDRES;VILLAVICENCIO
ARMENIA;SAN ANDRES
ARMENIA;BARRANQUILLA
ARMENIA;BUCARAMANGA
ARMENIA;BOGOTA
ARMENIA;CALI
ARMENIA;CARTAGENA
ARMENIA;CUCUTA
ARMENIA;CANCUN
ARMENIA;LIMA
ARMENIA;RIONEGRO - ANTIOQUIA
ARMENIA;MEXICO
ARMENIA;MIAMI
ARMENIA;MONTERIA
ARMENIA;PUNTA CANA
ARMENIA;RIOHACHA
ARMENIA;SANTA MARTA
ARMENIA;VALLEDUPAR
ARMENIA;VILLAVICENCIO
BARRANQUILLA;SAN ANDRES
BARRANQUILLA;ARMENIA
BARRANQUILLA;BUCARAMANGA
BARRANQUILLA;BOGOTA
BARRANQUILLA;CALI
BARRANQUILLA;CUCUTA
BARRANQUILLA;CANCUN
BARRANQUILLA;EZEIZA
BARRANQUILLA;SAO PAULO
BARRANQUILLA;LETICIA
BARRANQUILLA;LIMA
BARRANQUILLA;ORLANDO
BARRANQUILLA;RIONEGRO - ANTIOQUIA
BARRANQUILLA;MEXICO
BARRANQUILLA;MIAMI
BARRANQUILLA;MONTERIA
BARRANQUILLA;PEREIRA
BARRANQUILLA;PASTO
BARRANQUILLA;PUNTA CANA
BARRANQUILLA;VILLAVICENCIO
BUCARAMANGA;SAN ANDRES
BUCARAMANGA;ARMENIA
BUCARAMANGA;BARRANQUILLA
BUCARAMANGA;BOGOTA
BUCARAMANGA;CALI
BUCARAMANGA;CARTAGENA
BUCARAMANGA;CUCUTA
BUCARAMANGA;CANCUN
BUCARAMANGA;EZEIZA
BUCARAMANGA;LETICIA
BUCARAMANGA;LIMA
BUCARAMANGA;ORLANDO
BUCARAMANGA;RIONEGRO - ANTIOQUIA
BUCARAMANGA;MEXICO
BUCARAMANGA;MIAMI
BUCARAMANGA;MONTERIA
BUCARAMANGA;PEREIRA
BUCARAMANGA;PASTO
BUCARAMANGA;RIOHACHA
BUCARAMANGA;SANTA MARTA
BUCARAMANGA;VILLAVICENCIO
BOGOTA;SAN ANDRES
BOGOTA;ARMENIA
BOGOTA;BARRANQUILLA
BOGOTA;BUCARAMANGA
BOGOTA;CALI
BOGOTA;CARTAGENA
BOGOTA;CUCUTA
BOGOTA;CANCUN
BOGOTA;EZEIZA
BOGOTA;SAO PAULO
BOGOTA;LETICIA
BOGOTA;LIMA
BOGOTA;ORLANDO
BOGOTA;RIONEGRO - ANTIOQUIA
BOGOTA;MEXICO
BOGOTA;MIAMI
BOGOTA;MONTERIA
BOGOTA;PEREIRA
BOGOTA;PASTO
BOGOTA;PUNTA CANA
BOGOTA;RIOHACHA
BOGOTA;SANTA MARTA
BOGOTA;VALLEDUPAR
BOGOTA;VILLAVICENCIO
CALI;SAN ANDRES
CALI;BARRANQUILLA
CALI;BUCARAMANGA
CALI;BOGOTA
CALI;CARTAGENA
CALI;CUCUTA
CALI;CANCUN
CALI;EZEIZA
CALI;SAO PAULO
CALI;LETICIA
CALI;LETICIA
CALI;LIMA
CALI;ORLANDO
CALI;RIONEGRO - ANTIOQUIA
CALI;MEXICO
CALI;MIAMI
CALI;MONTERIA
CALI;PUNTA CANA
CALI;RIOHACHA
CALI;RIOHACHA
CALI;SANTA MARTA
CALI;VALLEDUPAR
CALI;VILLAVICENCIO
CARTAGENA;SAN ANDRES
CARTAGENA;ARMENIA
CARTAGENA;BUCARAMANGA
CARTAGENA;BOGOTA
CARTAGENA;CALI
CARTAGENA;CUCUTA
CARTAGENA;CANCUN
CARTAGENA;EZEIZA
CARTAGENA;SAO PAULO
CARTAGENA;LETICIA
CARTAGENA;LIMA
CARTAGENA;ORLANDO
CARTAGENA;RIONEGRO - ANTIOQUIA
CARTAGENA;MEXICO
CARTAGENA;MIAMI
CARTAGENA;NEIVA
CARTAGENA;PEREIRA
CARTAGENA;PASTO
CARTAGENA;PUNTA CANA
CARTAGENA;RIOHACHA
CARTAGENA;VALLEDUPAR
CARTAGENA;VILLAVICENCIO
CUCUTA;SAN ANDRES
CUCUTA;ARMENIA
CUCUTA;BARRANQUILLA
CUCUTA;BUCARAMANGA
CUCUTA;BOGOTA
CUCUTA;CALI
CUCUTA;CARTAGENA
CUCUTA;CANCUN
CUCUTA;EZEIZA
CUCUTA;LETICIA
CUCUTA;LIMA
CUCUTA;ORLANDO
CUCUTA;RIONEGRO - ANTIOQUIA
CUCUTA;MEXICO
CUCUTA;MIAMI
CUCUTA;MONTERIA
CUCUTA;PEREIRA
CUCUTA;PASTO
CUCUTA;RIOHACHA
CUCUTA;SANTA MARTA
CUCUTA;VALLEDUPAR
CUCUTA;VILLAVICENCIO
CANCUN;SAN ANDRES
CANCUN;ARMENIA
CANCUN;BARRANQUILLA
CANCUN;BUCARAMANGA
CANCUN;BOGOTA
CANCUN;CALI
CANCUN;CARTAGENA
CANCUN;CUCUTA
CANCUN;RIONEGRO - ANTIOQUIA
CANCUN;MONTERIA
CANCUN;PEREIRA
CANCUN;SANTA MARTA
EZEIZA;SAN ANDRES
EZEIZA;BARRANQUILLA
EZEIZA;BUCARAMANGA
EZEIZA;BOGOTA
EZEIZA;CALI
EZEIZA;CARTAGENA
EZEIZA;CUCUTA
EZEIZA;RIONEGRO - ANTIOQUIA
EZEIZA;MONTERIA
EZEIZA;SANTA MARTA
SAO PAULO;SAN ANDRES
SAO PAULO;BARRANQUILLA
SAO PAULO;BOGOTA
SAO PAULO;CALI
SAO PAULO;CARTAGENA
SAO PAULO;RIONEGRO - ANTIOQUIA
SAO PAULO;SANTA MARTA
LETICIA;SAN ANDRES
LETICIA;BARRANQUILLA
LETICIA;BUCARAMANGA
LETICIA;BOGOTA
LETICIA;CALI
LETICIA;CALI
LETICIA;CARTAGENA
LETICIA;CUCUTA
LETICIA;RIONEGRO - ANTIOQUIA
LETICIA;PEREIRA
LETICIA;RIOHACHA
LETICIA;SANTA MARTA
LIMA;SAN ANDRES
LIMA;ARMENIA
LIMA;BARRANQUILLA
LIMA;BUCARAMANGA
LIMA;BOGOTA
LIMA;CALI
LIMA;CARTAGENA
LIMA;CUCUTA
LIMA;RIONEGRO - ANTIOQUIA
LIMA;MONTERIA
LIMA;PEREIRA
LIMA;RIOHACHA
LIMA;SANTA MARTA
LIMA;VALLEDUPAR
ORLANDO;SAN ANDRES
ORLANDO;BARRANQUILLA
ORLANDO;BOGOTA
ORLANDO;CALI
ORLANDO;CARTAGENA
ORLANDO;CUCUTA
ORLANDO;RIONEGRO - ANTIOQUIA
ORLANDO;PEREIRA
ORLANDO;RIOHACHA
ORLANDO;SANTA MARTA
ORLANDO;VILLAVICENCIO
RIONEGRO - ANTIOQUIA;SAN ANDRES
RIONEGRO - ANTIOQUIA;ARMENIA
RIONEGRO - ANTIOQUIA;BARRANQUILLA
RIONEGRO - ANTIOQUIA;BUCARAMANGA
RIONEGRO - ANTIOQUIA;BOGOTA
RIONEGRO - ANTIOQUIA;CALI
RIONEGRO - ANTIOQUIA;CARTAGENA
RIONEGRO - ANTIOQUIA;CUCUTA
RIONEGRO - ANTIOQUIA;CANCUN
RIONEGRO - ANTIOQUIA;EZEIZA
RIONEGRO - ANTIOQUIA;SAO PAULO
RIONEGRO - ANTIOQUIA;LETICIA
RIONEGRO - ANTIOQUIA;LIMA
RIONEGRO - ANTIOQUIA;ORLANDO
RIONEGRO - ANTIOQUIA;MEXICO
RIONEGRO - ANTIOQUIA;MIAMI
RIONEGRO - ANTIOQUIA;MONTERIA
RIONEGRO - ANTIOQUIA;NEIVA
RIONEGRO - ANTIOQUIA;PEREIRA
RIONEGRO - ANTIOQUIA;PASTO
RIONEGRO - ANTIOQUIA;PUNTA CANA
RIONEGRO - ANTIOQUIA;RIOHACHA
RIONEGRO - ANTIOQUIA;SANTA MARTA
RIONEGRO - ANTIOQUIA;VALLEDUPAR
RIONEGRO - ANTIOQUIA;VILLAVICENCIO
MEXICO;SAN ANDRES
MEXICO;ARMENIA
MEXICO;BARRANQUILLA
MEXICO;BUCARAMANGA
MEXICO;BOGOTA
MEXICO;CALI
MEXICO;CARTAGENA
MEXICO;CUCUTA
MEXICO;RIONEGRO - ANTIOQUIA
MEXICO;MONTERIA
MEXICO;PEREIRA
MEXICO;RIOHACHA
MEXICO;SANTA MARTA
MIAMI;SAN ANDRES
MIAMI;ARMENIA
MIAMI;BARRANQUILLA
MIAMI;BUCARAMANGA
MIAMI;BOGOTA
MIAMI;CALI
MIAMI;CARTAGENA
MIAMI;CUCUTA
MIAMI;RIONEGRO - ANTIOQUIA
MIAMI;MONTERIA
MIAMI;PEREIRA
MIAMI;RIOHACHA
MIAMI;SANTA MARTA
MONTERIA;SAN ANDRES
MONTERIA;ARMENIA
MONTERIA;BARRANQUILLA
MONTERIA;BUCARAMANGA
MONTERIA;BOGOTA
MONTERIA;CALI
MONTERIA;CUCUTA
MONTERIA;CANCUN
MONTERIA;EZEIZA
MONTERIA;LETICIA
MONTERIA;LIMA
MONTERIA;RIONEGRO - ANTIOQUIA
MONTERIA;MEXICO
MONTERIA;MIAMI
MONTERIA;PEREIRA
MONTERIA;PASTO
MONTERIA;RIOHACHA
MONTERIA;SANTA MARTA
MONTERIA;VILLAVICENCIO
NEIVA;CARTAGENA
NEIVA;RIONEGRO - ANTIOQUIA
PEREIRA;SAN ANDRES
PEREIRA;BARRANQUILLA
PEREIRA;BUCARAMANGA
PEREIRA;BOGOTA
PEREIRA;CALI
PEREIRA;CARTAGENA
PEREIRA;CUCUTA
PEREIRA;CANCUN
PEREIRA;LETICIA
PEREIRA;LIMA
PEREIRA;ORLANDO
PEREIRA;RIONEGRO - ANTIOQUIA
PEREIRA;MEXICO
PEREIRA;MIAMI
PEREIRA;MONTERIA
PEREIRA;PASTO
PEREIRA;PUNTA CANA
PEREIRA;RIOHACHA
PEREIRA;SANTA MARTA
PEREIRA;VALLEDUPAR
PEREIRA;VILLAVICENCIO
PASTO;SAN ANDRES
PASTO;BARRANQUILLA
PASTO;BUCARAMANGA
PASTO;BOGOTA
PASTO;CALI
PASTO;CARTAGENA
PASTO;CUCUTA
PASTO;LIMA
PASTO;RIONEGRO - ANTIOQUIA
PASTO;MONTERIA
PASTO;PEREIRA
PASTO;SANTA MARTA
PASTO;VALLEDUPAR
PUNTA CANA;BARRANQUILLA
PUNTA CANA;BOGOTA
PUNTA CANA;CALI
PUNTA CANA;CARTAGENA
PUNTA CANA;RIONEGRO - ANTIOQUIA
PUNTA CANA;PEREIRA
RIOHACHA;SAN ANDRES
RIOHACHA;ARMENIA
RIOHACHA;BUCARAMANGA
RIOHACHA;BOGOTA
RIOHACHA;CALI
RIOHACHA;CALI
RIOHACHA;CARTAGENA
RIOHACHA;CUCUTA
RIOHACHA;LETICIA
RIOHACHA;LIMA
RIOHACHA;RIONEGRO - ANTIOQUIA
RIOHACHA;MEXICO
RIOHACHA;MIAMI
RIOHACHA;MONTERIA
RIOHACHA;PEREIRA
RIOHACHA;PASTO
RIOHACHA;VILLAVICENCIO
SANTA MARTA;SAN ANDRES
SANTA MARTA;ARMENIA
SANTA MARTA;BUCARAMANGA
SANTA MARTA;BOGOTA
SANTA MARTA;CALI
SANTA MARTA;CUCUTA
SANTA MARTA;CANCUN
SANTA MARTA;EZEIZA
SANTA MARTA;SAO PAULO
SANTA MARTA;LETICIA
SANTA MARTA;LIMA
SANTA MARTA;ORLANDO
SANTA MARTA;RIONEGRO - ANTIOQUIA
SANTA MARTA;MEXICO
SANTA MARTA;MIAMI
SANTA MARTA;PEREIRA
SANTA MARTA;PASTO
SANTA MARTA;VILLAVICENCIO
VALLEDUPAR;SAN ANDRES
VALLEDUPAR;ARMENIA
VALLEDUPAR;BOGOTA
VALLEDUPAR;CALI
VALLEDUPAR;CARTAGENA
VALLEDUPAR;LIMA
VALLEDUPAR;RIONEGRO - ANTIOQUIA
VALLEDUPAR;MONTERIA
VALLEDUPAR;PEREIRA
VALLEDUPAR;VILLAVICENCIO
VILLAVICENCIO;SAN ANDRES
VILLAVICENCIO;ARMENIA
VILLAVICENCIO;BARRANQUILLA
VILLAVICENCIO;BUCARAMANGA
VILLAVICENCIO;BOGOTA
VILLAVICENCIO;CALI
VILLAVICENCIO;CARTAGENA
VILLAVICENCIO;CUCUTA
VILLAVICENCIO;RIONEGRO - ANTIOQUIA
VILLAVICENCIO;MONTERIA
VILLAVICENCIO;PEREIRA
VILLAVICENCIO;PASTO
VILLAVICENCIO;RIOHACHA
VILLAVICENCIO;SANTA MARTA
VILLAVICENCIO;VALLEDUPAR
